No.,Time,Source,Destination,Protocol,Length,Type,Duration
26854,754.686935,10.8.0.61,147.32.83.234,TCP,60,out,0.000000 
26855,754.708988,147.32.83.234,10.8.0.61,TCP,60,in,0.022053 
26856,754.715689,10.8.0.61,147.32.83.234,TCP,52,out,0.006701 
26857,756.106663,10.8.0.61,147.32.83.234,TCP,1401,out,1.390974 
26858,756.106703,10.8.0.1,10.8.0.61,ICMP,576,in,0.000040 
26859,756.107989,10.8.0.61,147.32.83.234,TCP,1401,out,0.001286 
26860,756.108015,10.8.0.1,10.8.0.61,ICMP,576,in,0.000026 
26861,756.108039,10.8.0.61,147.32.83.234,TCP,328,out,0.000024 
26862,756.109076,147.32.83.234,10.8.0.61,TCP,64,in,0.001037 
26863,756.111395,10.8.0.61,147.32.83.234,TCP,1400,out,0.002319 
26864,756.111769,10.8.0.61,147.32.83.234,TCP,1400,out,0.000374 
26865,756.111995,10.8.0.61,147.32.83.234,TCP,54,out,0.000226 
26866,756.11275,147.32.83.234,10.8.0.61,TCP,64,in,0.000755 
26867,756.112766,147.32.83.234,10.8.0.61,TCP,64,in,0.000016 
26868,756.112788,147.32.83.234,10.8.0.61,TCP,52,in,0.000022 
26869,758.227124,147.32.83.234,10.8.0.61,TCP,59,in,2.114336 
26870,758.316469,10.8.0.61,147.32.83.234,TCP,52,out,0.089345 
26871,761.153449,10.8.0.61,147.32.83.234,TCP,1400,out,2.836980 
26872,761.154519,10.8.0.61,147.32.83.234,TCP,1400,out,0.001070 
26873,761.154575,10.8.0.61,147.32.83.234,TCP,283,out,0.000056 
26874,761.155582,147.32.83.234,10.8.0.61,TCP,52,in,0.001007 
26875,761.257071,10.8.0.61,147.32.83.234,TCP,88,out,0.101489 
26876,761.460683,147.32.83.234,10.8.0.61,TCP,52,in,0.203612 
26877,761.481741,10.8.0.61,147.32.83.234,TCP,88,out,0.021058 
26878,761.482756,147.32.83.234,10.8.0.61,TCP,64,in,0.001015 
26879,770.2263,147.32.83.234,10.8.0.61,TCP,59,in,8.743544 
26880,770.297573,10.8.0.61,147.32.83.234,TCP,52,out,0.071273 
26881,770.829631,10.8.0.61,147.32.83.234,TCP,88,out,0.532058 
26882,771.038863,147.32.83.234,10.8.0.61,TCP,52,in,0.209232 
26883,771.113482,10.8.0.61,147.32.83.234,TCP,88,out,0.074619 
26884,771.114831,147.32.83.234,10.8.0.61,TCP,64,in,0.001349 
26885,782.226144,147.32.83.234,10.8.0.61,TCP,59,in,11.111313 
26886,782.285336,10.8.0.61,147.32.83.234,TCP,52,out,0.059192 
26887,782.421768,10.8.0.61,147.32.83.234,TCP,88,out,0.136432 
26888,782.632504,147.32.83.234,10.8.0.61,TCP,52,in,0.210736 
26889,794.273331,147.32.83.234,10.8.0.61,TCP,59,in,11.640827 
26890,794.362138,10.8.0.61,147.32.83.234,TCP,52,out,0.088807 
26891,795.173123,10.8.0.61,147.32.83.234,TCP,88,out,0.810985 
26892,795.382301,147.32.83.234,10.8.0.61,TCP,52,in,0.209178 
26893,806.273336,147.32.83.234,10.8.0.61,TCP,59,in,10.891035 
26894,806.343592,10.8.0.61,147.32.83.234,TCP,52,out,0.070256 
26895,808.893489,10.8.0.61,147.32.83.234,TCP,88,out,2.549897 
26896,809.101356,147.32.83.234,10.8.0.61,TCP,52,in,0.207867 
26897,818.295237,147.32.83.234,10.8.0.61,TCP,59,in,9.193881 
26898,818.426884,10.8.0.61,147.32.83.234,TCP,52,out,0.131647 
26899,821.284377,10.8.0.61,147.32.83.234,TCP,1400,out,2.857493 
26900,821.285628,10.8.0.61,147.32.83.234,TCP,1400,out,0.001251 
26901,821.28568,10.8.0.61,147.32.83.234,TCP,283,out,0.000052 
26902,821.286663,147.32.83.234,10.8.0.61,TCP,52,in,0.000983 
26903,821.287628,147.32.83.234,10.8.0.61,TCP,52,in,0.000965 
26904,823.412943,10.8.0.61,147.32.83.234,TCP,88,out,2.125315 
26905,823.616339,147.32.83.234,10.8.0.61,TCP,52,in,0.203396 
26906,830.332531,147.32.83.234,10.8.0.61,TCP,59,in,6.716192 
26907,830.40912,10.8.0.61,147.32.83.234,TCP,52,out,0.076589 
26908,838.795458,10.8.0.61,147.32.83.234,TCP,88,out,8.386338 
26909,839.007335,147.32.83.234,10.8.0.61,TCP,52,in,0.211877 
26910,842.320607,147.32.83.234,10.8.0.61,TCP,59,in,3.313272 
26911,842.396284,10.8.0.61,147.32.83.234,TCP,52,out,0.075677 
26917,854.320802,147.32.83.234,10.8.0.61,TCP,59,in,11.924518 
26918,854.343824,10.8.0.61,147.32.83.234,TCP,88,out,0.023022 
26919,854.347222,10.8.0.61,147.32.83.234,TCP,52,out,0.003398 
26920,854.554435,147.32.83.234,10.8.0.61,TCP,52,in,0.207213 
26921,862.590891,147.32.83.234,10.8.0.61,TCP,88,in,8.036456 
26922,862.66612,10.8.0.61,147.32.83.234,TCP,52,out,0.075229 
26923,863.125642,10.8.0.61,147.32.83.234,TCP,332,out,0.459522 
26924,863.335651,147.32.83.234,10.8.0.61,TCP,52,in,0.210009 
26925,865.479719,10.8.0.61,147.32.83.234,TCP,88,out,2.144068 
26926,865.694594,147.32.83.234,10.8.0.61,TCP,52,in,0.214875 
26927,866.321049,147.32.83.234,10.8.0.61,TCP,59,in,0.626455 
26928,866.352684,10.8.0.61,147.32.83.234,TCP,52,out,0.031635 
26929,873.614068,10.8.0.61,147.32.83.234,TCP,88,out,7.261384 
26930,873.82002,147.32.83.234,10.8.0.61,TCP,52,in,0.205952 
26931,878.320789,147.32.83.234,10.8.0.61,TCP,59,in,4.500769 
26932,878.435127,10.8.0.61,147.32.83.234,TCP,52,out,0.114338 
26933,884.262387,10.8.0.61,147.32.83.234,TCP,88,out,5.827260 
26934,884.476219,147.32.83.234,10.8.0.61,TCP,52,in,0.213832 
26935,890.321277,147.32.83.234,10.8.0.61,TCP,59,in,5.845058 
26936,890.418345,10.8.0.61,147.32.83.234,TCP,52,out,0.097068 
26937,896.411222,10.8.0.61,147.32.83.234,TCP,88,out,5.992877 
26938,896.616752,147.32.83.234,10.8.0.61,TCP,52,in,0.205530 
26942,902.32106,147.32.83.234,10.8.0.61,TCP,59,in,5.704308 
26943,902.390115,10.8.0.61,147.32.83.234,TCP,52,out,0.069055 
26947,909.581113,10.8.0.61,147.32.83.234,TCP,88,out,7.190998 
26948,909.788865,147.32.83.234,10.8.0.61,TCP,52,in,0.207752 
26949,911.90197,147.32.83.234,10.8.0.61,TCP,98,in,2.113105 
26950,912.024156,10.8.0.61,147.32.83.234,TCP,52,out,0.122186 
26951,912.099272,10.8.0.61,147.32.83.234,TCP,312,out,0.075116 
26952,912.304647,147.32.83.234,10.8.0.61,TCP,52,in,0.205375 
26991,914.335846,147.32.83.234,10.8.0.61,TCP,59,in,2.031199 
26992,914.379998,10.8.0.61,147.32.83.234,TCP,52,out,0.044152 
26993,917.236305,10.8.0.61,147.32.83.234,TCP,88,out,2.856307 
26994,917.44465,147.32.83.234,10.8.0.61,TCP,52,in,0.208345 
27116,926.335957,147.32.83.234,10.8.0.61,TCP,59,in,8.891307 
27117,926.459613,10.8.0.61,147.32.83.234,TCP,52,out,0.123656 
27118,926.534744,10.8.0.61,147.32.83.234,TCP,88,out,0.075131 
27119,926.741961,147.32.83.234,10.8.0.61,TCP,52,in,0.207217 
27128,937.849002,10.8.0.61,147.32.83.234,TCP,88,out,11.107041 
27129,938.054203,147.32.83.234,10.8.0.61,TCP,52,in,0.205201 
27130,938.336065,147.32.83.234,10.8.0.61,TCP,59,in,0.281862 
27131,938.443551,10.8.0.61,147.32.83.234,TCP,52,out,0.107486 
27136,950.353736,147.32.83.234,10.8.0.61,TCP,59,in,11.910185 
27137,950.424981,10.8.0.61,147.32.83.234,TCP,52,out,0.071245 
27138,950.475216,10.8.0.61,147.32.83.234,TCP,88,out,0.050235 
27139,950.678812,147.32.83.234,10.8.0.61,TCP,52,in,0.203596 
27146,960.931169,147.32.83.234,10.8.0.61,TCP,98,in,10.252357 
27147,960.97255,10.8.0.61,147.32.83.234,TCP,52,out,0.041381 
27148,960.988055,10.8.0.61,147.32.83.234,TCP,196,out,0.015505 
27149,961.194864,147.32.83.234,10.8.0.61,TCP,52,in,0.206809 
27150,962.041111,10.8.0.61,147.32.83.234,TCP,88,out,0.846247 
27151,962.256577,147.32.83.234,10.8.0.61,TCP,52,in,0.215466 
27152,962.366245,147.32.83.234,10.8.0.61,TCP,59,in,0.109668 
27153,962.447108,10.8.0.61,147.32.83.234,TCP,52,out,0.080863 
27154,969.5753,10.8.0.61,147.32.83.234,TCP,88,out,7.128192 
27155,969.788361,147.32.83.234,10.8.0.61,TCP,52,in,0.213061 
27160,974.376638,147.32.83.234,10.8.0.61,TCP,59,in,4.588277 
27161,974.489068,10.8.0.61,147.32.83.234,TCP,52,out,0.112430 
27162,979.677452,10.8.0.61,147.32.83.234,TCP,88,out,5.188384 
27163,979.881739,147.32.83.234,10.8.0.61,TCP,52,in,0.204287 
27164,986.367676,147.32.83.234,10.8.0.61,TCP,59,in,6.485937 
27165,986.470582,10.8.0.61,147.32.83.234,TCP,52,out,0.102906 
27201,991.46587,10.8.0.61,147.32.83.234,TCP,88,out,4.995288 
27206,991.678881,147.32.83.234,10.8.0.61,TCP,52,in,0.213011 
27207,995.88287,147.32.83.234,10.8.0.61,TCP,94,in,4.203989 
27208,995.99609,10.8.0.61,147.32.83.234,TCP,52,out,0.113220 
27209,996.273608,10.8.0.61,147.32.83.234,TCP,245,out,0.277518 
27210,996.475932,147.32.83.234,10.8.0.61,TCP,52,in,0.202324 
27211,998.399609,147.32.83.234,10.8.0.61,TCP,59,in,1.923677 
27212,998.452886,10.8.0.61,147.32.83.234,TCP,52,out,0.053277 
27213,999.774463,10.8.0.61,147.32.83.234,TCP,88,out,1.321577 
27214,999.980159,147.32.83.234,10.8.0.61,TCP,52,in,0.205696 
27215,1008.593753,10.8.0.61,147.32.83.234,TCP,88,out,8.613594 
27216,1008.804064,147.32.83.234,10.8.0.61,TCP,52,in,0.210311 
27217,1010.401789,147.32.83.234,10.8.0.61,TCP,59,in,1.597725 
27218,1010.433886,10.8.0.61,147.32.83.234,TCP,52,out,0.032097 
27219,1016.199711,147.32.83.234,10.8.0.61,TCP,101,in,5.765825 
27220,1016.270058,10.8.0.61,147.32.83.234,TCP,52,out,0.070347 
27221,1016.506074,10.8.0.61,147.32.83.234,TCP,256,out,0.236016 
27222,1016.71077,147.32.83.234,10.8.0.61,TCP,52,in,0.204696 
27223,1017.757809,10.8.0.61,147.32.83.234,TCP,88,out,1.047039 
27224,1017.960094,147.32.83.234,10.8.0.61,TCP,52,in,0.202285 
27225,1022.413491,147.32.83.234,10.8.0.61,TCP,59,in,4.453397 
27226,1022.517455,10.8.0.61,147.32.83.234,TCP,52,out,0.103964 
27227,1025.347977,10.8.0.61,147.32.83.234,TCP,88,out,2.830522 
27228,1025.554269,147.32.83.234,10.8.0.61,TCP,52,in,0.206292 
27247,1034.429494,147.32.83.234,10.8.0.61,TCP,59,in,8.875225 
27248,1034.498414,10.8.0.61,147.32.83.234,TCP,52,out,0.068920 
27249,1035.554975,10.8.0.61,147.32.83.234,TCP,88,out,1.056561 
27250,1035.75701,147.32.83.234,10.8.0.61,TCP,52,in,0.202035 
27251,1036.214289,147.32.83.234,10.8.0.61,TCP,152,in,0.457279 
27252,1036.345615,10.8.0.61,147.32.83.234,TCP,52,out,0.131326 
27253,1037.104676,10.8.0.61,147.32.83.234,TCP,1400,out,0.759061 
27254,1037.104744,10.8.0.61,147.32.83.234,TCP,1400,out,0.000068 
27255,1037.104967,10.8.0.61,147.32.83.234,TCP,1400,out,0.000223 
27256,1037.105892,147.32.83.234,10.8.0.61,TCP,52,in,0.000925 
27257,1037.106142,10.8.0.61,147.32.83.234,TCP,1400,out,0.000250 
27258,1037.106609,147.32.83.234,10.8.0.61,TCP,52,in,0.000467 
27259,1037.107505,10.8.0.61,147.32.83.234,TCP,989,out,0.000896 
27260,1037.108436,147.32.83.234,10.8.0.61,TCP,52,in,0.000931 
27261,1042.417811,10.8.0.61,147.32.83.234,TCP,88,out,5.309375 
27262,1042.616487,147.32.83.234,10.8.0.61,TCP,52,in,0.198676 
27263,1046.414204,147.32.83.234,10.8.0.61,TCP,59,in,3.797717 
27264,1046.479614,10.8.0.61,147.32.83.234,TCP,52,out,0.065410 
27265,1051.936023,10.8.0.61,147.32.83.234,TCP,88,out,5.456409 
27266,1052.147968,147.32.83.234,10.8.0.61,TCP,52,in,0.211945 
27267,1058.41799,147.32.83.234,10.8.0.61,TCP,59,in,6.270022 
27268,1058.461166,10.8.0.61,147.32.83.234,TCP,52,out,0.043176 
27269,1063.365743,10.8.0.61,147.32.83.234,TCP,88,out,4.904577 
27270,1063.569551,147.32.83.234,10.8.0.61,TCP,52,in,0.203808 
27271,1068.086739,147.32.83.234,10.8.0.61,TCP,152,in,4.517188 
27272,1068.192543,10.8.0.61,147.32.83.234,TCP,52,out,0.105804 
27273,1069.202803,10.8.0.61,147.32.83.234,TCP,1400,out,1.010260 
27274,1069.20287,10.8.0.61,147.32.83.234,TCP,1400,out,0.000067 
27275,1069.202908,10.8.0.61,147.32.83.234,TCP,1400,out,0.000038 
27276,1069.20381,147.32.83.234,10.8.0.61,TCP,52,in,0.000902 
27277,1069.204144,10.8.0.61,147.32.83.234,TCP,1400,out,0.000334 
27278,1069.204487,10.8.0.61,147.32.83.234,TCP,1400,out,0.000343 
27279,1069.204542,10.8.0.61,147.32.83.234,TCP,1178,out,0.000055 
27280,1069.205294,147.32.83.234,10.8.0.61,TCP,52,in,0.000752 
27281,1069.206971,147.32.83.234,10.8.0.61,TCP,52,in,0.001677 
27282,1070.413361,147.32.83.234,10.8.0.61,TCP,59,in,1.206390 
27283,1070.543132,10.8.0.61,147.32.83.234,TCP,52,out,0.129771 
27284,1070.88437,147.32.83.234,10.8.0.61,TCP,152,in,0.341238 
27285,1070.957201,10.8.0.61,147.32.83.234,TCP,52,out,0.072831 
27286,1071.355269,147.32.83.234,10.8.0.61,TCP,70,in,0.398068 
27287,1071.429756,10.8.0.61,147.32.83.234,TCP,88,out,0.074487 
27288,1071.466839,10.8.0.61,147.32.83.234,TCP,52,out,0.037083 
27289,1071.569613,10.8.0.61,147.32.83.234,TCP,1400,out,0.102774 
27290,1071.569669,10.8.0.61,147.32.83.234,TCP,1400,out,0.000056 
27291,1071.569881,10.8.0.61,147.32.83.234,TCP,1400,out,0.000212 
27292,1071.570658,147.32.83.234,10.8.0.61,TCP,52,in,0.000777 
27293,1071.570765,10.8.0.61,147.32.83.234,TCP,1400,out,0.000107 
27294,1071.571114,10.8.0.61,147.32.83.234,TCP,1400,out,0.000349 
27295,1071.572073,147.32.83.234,10.8.0.61,TCP,52,in,0.000959 
27296,1071.572598,147.32.83.234,10.8.0.61,TCP,52,in,0.000525 
27297,1071.572965,10.8.0.61,147.32.83.234,TCP,1178,out,0.000367 
27298,1071.772697,147.32.83.234,10.8.0.61,TCP,52,in,0.199732 
27299,1074.195277,147.32.83.234,10.8.0.61,TCP,152,in,2.422580 
27300,1074.231092,10.8.0.61,147.32.83.234,TCP,52,out,0.035815 
27301,1074.702318,10.8.0.61,147.32.83.234,TCP,1400,out,0.471226 
27302,1074.702388,10.8.0.61,147.32.83.234,TCP,1400,out,0.000070 
27303,1074.702424,10.8.0.61,147.32.83.234,TCP,1400,out,0.000036 
27304,1074.702706,10.8.0.61,147.32.83.234,TCP,1400,out,0.000282 
27305,1074.703459,147.32.83.234,10.8.0.61,TCP,52,in,0.000753 
27306,1074.703775,10.8.0.61,147.32.83.234,TCP,1400,out,0.000316 
27307,1074.703833,10.8.0.61,147.32.83.234,TCP,1178,out,0.000058 
27308,1074.70468,147.32.83.234,10.8.0.61,TCP,52,in,0.000847 
27309,1075.019107,10.8.0.61,147.32.83.234,TCP,1400,out,0.314427 
27310,1075.019172,10.8.0.61,147.32.83.234,TCP,1400,out,0.000065 
27311,1075.019495,10.8.0.61,147.32.83.234,TCP,1400,out,0.000323 
27312,1075.020262,147.32.83.234,10.8.0.61,TCP,52,in,0.000767 
27313,1075.020668,10.8.0.61,147.32.83.234,TCP,1400,out,0.000406 
27314,1075.020728,10.8.0.61,147.32.83.234,TCP,721,out,0.000060 
27315,1075.021527,147.32.83.234,10.8.0.61,TCP,52,in,0.000799 
27316,1075.132787,147.32.83.234,10.8.0.61,TCP,70,in,0.111260 
27317,1075.256337,10.8.0.61,147.32.83.234,TCP,52,out,0.123550 
27318,1076.025482,147.32.83.234,10.8.0.61,TCP,152,in,0.769145 
27319,1076.076906,10.8.0.61,147.32.83.234,TCP,52,out,0.051424 
27320,1076.472658,10.8.0.61,147.32.83.234,TCP,88,out,0.395752 
27321,1076.524732,10.8.0.61,147.32.83.234,TCP,1400,out,0.052074 
27322,1076.525789,147.32.83.234,10.8.0.61,TCP,52,in,0.001057 
27323,1076.526168,10.8.0.61,147.32.83.234,TCP,1400,out,0.000379 
27324,1076.526244,10.8.0.61,147.32.83.234,TCP,1400,out,0.000076 
27325,1076.526559,10.8.0.61,147.32.83.234,TCP,1400,out,0.000315 
27326,1076.526749,10.8.0.61,147.32.83.234,TCP,1400,out,0.000190 
27327,1076.527107,147.32.83.234,10.8.0.61,TCP,52,in,0.000358 
27328,1076.5276,147.32.83.234,10.8.0.61,TCP,52,in,0.000493 
27329,1076.528616,10.8.0.61,147.32.83.234,TCP,1178,out,0.001016 
27330,1076.533641,147.32.83.234,10.8.0.61,TCP,52,in,0.005025 
27331,1076.850118,10.8.0.61,147.32.83.234,TCP,1400,out,0.316477 
27332,1076.850201,10.8.0.61,147.32.83.234,TCP,1400,out,0.000083 
27333,1076.850243,10.8.0.61,147.32.83.234,TCP,1400,out,0.000042 
27334,1076.851228,147.32.83.234,10.8.0.61,TCP,52,in,0.000985 
27335,1076.851698,10.8.0.61,147.32.83.234,TCP,1400,out,0.000470 
27336,1076.851755,10.8.0.61,147.32.83.234,TCP,721,out,0.000057 
27337,1076.852494,147.32.83.234,10.8.0.61,TCP,52,in,0.000739 
27338,1079.819751,147.32.83.234,10.8.0.61,TCP,70,in,2.967257 
27339,1079.863363,10.8.0.61,147.32.83.234,TCP,52,out,0.043612 
27340,1082.337055,10.8.0.61,147.32.83.234,TCP,88,out,2.473692 
27341,1082.439526,147.32.83.234,10.8.0.61,TCP,59,in,0.102471 
27342,1082.52705,10.8.0.61,147.32.83.234,TCP,52,out,0.087524 
27343,1090.606182,10.8.0.61,147.32.83.234,TCP,88,out,8.079132 
27344,1090.804264,147.32.83.234,10.8.0.61,TCP,52,in,0.198082 
27345,1090.915019,10.8.0.61,147.32.83.234,TCP,88,out,0.110755 
27346,1090.915699,147.32.83.234,10.8.0.61,TCP,64,in,0.000680 
27347,1094.429445,147.32.83.234,10.8.0.61,TCP,59,in,3.513746 
27348,1094.509673,10.8.0.61,147.32.83.234,TCP,52,out,0.080228 
27349,1101.259425,10.8.0.61,147.32.83.234,TCP,88,out,6.749752 
27350,1101.476337,147.32.83.234,10.8.0.61,TCP,52,in,0.216912 
27351,1106.431586,147.32.83.234,10.8.0.61,TCP,59,in,4.955249 
27352,1106.4891,10.8.0.61,147.32.83.234,TCP,52,out,0.057514 
27353,1110.006786,10.8.0.61,147.32.83.234,TCP,1400,out,3.517686 
27354,1110.007946,10.8.0.61,147.32.83.234,TCP,1400,out,0.001160 
27355,1110.008002,10.8.0.61,147.32.83.234,TCP,283,out,0.000056 
27356,1110.008859,147.32.83.234,10.8.0.61,TCP,52,in,0.000857 
27357,1110.009564,147.32.83.234,10.8.0.61,TCP,52,in,0.000705 
27414,1113.44948,10.8.0.61,147.32.83.234,TCP,88,out,3.439916 
27415,1113.647762,147.32.83.234,10.8.0.61,TCP,52,in,0.198282 
27416,1116.961905,147.32.83.234,10.8.0.61,TCP,89,in,3.314143 
27417,1117.036633,10.8.0.61,147.32.83.234,TCP,52,out,0.074728 
27418,1117.300158,10.8.0.61,147.32.83.234,TCP,332,out,0.263525 
27419,1117.507465,147.32.83.234,10.8.0.61,TCP,52,in,0.207307 
27420,1118.429183,147.32.83.234,10.8.0.61,TCP,59,in,0.921718 
27421,1118.471329,10.8.0.61,147.32.83.234,TCP,52,out,0.042146 
27422,1121.504443,10.8.0.61,147.32.83.234,TCP,88,out,3.033114 
27423,1121.710357,147.32.83.234,10.8.0.61,TCP,52,in,0.205914 
27426,1130.429925,147.32.83.234,10.8.0.61,TCP,59,in,8.719568 
27427,1130.543312,10.8.0.61,147.32.83.234,TCP,88,out,0.113387 
27428,1130.545356,10.8.0.61,147.32.83.234,TCP,52,out,0.002044 
27429,1130.742118,147.32.83.234,10.8.0.61,TCP,52,in,0.196762 
27434,1141.725163,10.8.0.61,147.32.83.234,TCP,88,out,10.983045 
27435,1141.929406,147.32.83.234,10.8.0.61,TCP,52,in,0.204243 
27436,1142.429567,147.32.83.234,10.8.0.61,TCP,59,in,0.500161 
27437,1142.532982,10.8.0.61,147.32.83.234,TCP,52,out,0.103415 
27440,1149.265577,147.32.83.234,10.8.0.61,TCP,97,in,6.732595 
27441,1149.394636,10.8.0.61,147.32.83.234,TCP,52,out,0.129059 
27442,1149.56968,10.8.0.61,147.32.83.234,TCP,258,out,0.175044 
27443,1149.772965,147.32.83.234,10.8.0.61,TCP,52,in,0.203285 
27444,1151.421773,10.8.0.61,147.32.83.234,TCP,88,out,1.648808 
27445,1151.632306,147.32.83.234,10.8.0.61,TCP,52,in,0.210533 
27446,1154.448895,147.32.83.234,10.8.0.61,TCP,59,in,2.816589 
27447,1154.514106,10.8.0.61,147.32.83.234,TCP,52,out,0.065211 
27448,1159.266141,10.8.0.61,147.32.83.234,TCP,88,out,4.752035 
27449,1159.47616,147.32.83.234,10.8.0.61,TCP,52,in,0.210019 
27450,1161.775658,147.32.83.234,10.8.0.61,TCP,102,in,2.299498 
27451,1161.887561,10.8.0.61,147.32.83.234,TCP,52,out,0.111903 
27452,1161.999049,10.8.0.61,147.32.83.234,TCP,529,out,0.111488 
27453,1162.194884,147.32.83.234,10.8.0.61,TCP,52,in,0.195835 
27454,1166.416812,10.8.0.61,147.32.83.234,TCP,88,out,4.221928 
27455,1166.444975,147.32.83.234,10.8.0.61,TCP,59,in,0.028163 
27456,1166.450333,10.8.0.61,147.32.83.234,TCP,52,out,0.005358 
27457,1175.408378,10.8.0.61,147.32.83.234,TCP,88,out,8.958045 
27458,1175.616461,147.32.83.234,10.8.0.61,TCP,52,in,0.208083 
27466,1178.449075,147.32.83.234,10.8.0.61,TCP,59,in,2.832614 
27467,1178.575505,10.8.0.61,147.32.83.234,TCP,52,out,0.126430 
27468,1186.400547,10.8.0.61,147.32.83.234,TCP,88,out,7.825042 
27469,1186.61692,147.32.83.234,10.8.0.61,TCP,52,in,0.216373 
27470,1190.445599,147.32.83.234,10.8.0.61,TCP,59,in,3.828679 
27471,1190.560045,10.8.0.61,147.32.83.234,TCP,52,out,0.114446 
27472,1199.037953,10.8.0.61,147.32.83.234,TCP,88,out,8.477908 
27473,1199.241488,147.32.83.234,10.8.0.61,TCP,52,in,0.203535 
27474,1202.445487,147.32.83.234,10.8.0.61,TCP,59,in,3.203999 
